Wall time,Step,Value
1589477678.3632517,23,1.9338186979293823
1589477683.343584,46,1.5597381591796875
1589477688.360619,69,1.2693761587142944
1589477693.2132027,92,1.258628249168396
1589477698.0813417,115,1.3566365242004395
1589477702.9982595,138,1.1980448961257935
1589477707.7780704,161,1.2496137619018555
1589477712.746314,184,1.3104472160339355
1589477717.577856,207,1.4026148319244385
1589477722.481433,230,1.2401318550109863
1589477727.3722534,253,1.303409457206726
1589477732.3455205,276,1.1620100736618042
1589477737.253054,299,1.2743895053863525
1589477742.1119373,322,1.1602016687393188
1589477747.0141203,345,1.1439909934997559
1589477752.0299463,368,1.1191887855529785
1589477756.9154613,391,1.1331936120986938
1589477761.8831074,414,1.224095106124878
1589477766.712063,437,1.209599494934082
1589477771.6507387,460,1.1513792276382446
1589477776.505422,483,1.2731363773345947
1589477781.3717196,506,1.1399836540222168
1589477786.1732028,529,1.1270182132720947
1589477790.981693,552,1.1760097742080688
1589477795.8718524,575,1.2251816987991333
1589477800.808155,598,1.1745152473449707
1589477805.6003077,621,1.1025259494781494
1589477810.4674847,644,1.1219874620437622
1589477815.3750153,667,1.1074472665786743
1589477820.2910523,690,1.0982927083969116
1589477825.1855404,713,1.138798475265503
1589477830.017677,736,1.109818935394287
1589477834.8670297,759,1.1519103050231934
1589477839.7818284,782,1.0899691581726074
1589477844.6610086,805,1.1039916276931763
1589477849.555469,828,1.0848487615585327
1589477854.302671,851,1.0783751010894775
1589477859.2040637,874,1.0838559865951538
1589477864.0588,897,1.070659875869751
1589477868.9568164,920,1.0782053470611572
1589477873.8512914,943,1.054619550704956
1589477878.6052327,966,1.094393253326416
1589477883.5179346,989,1.0678213834762573
1589477888.3011792,1012,1.068610668182373
1589477893.2115133,1035,1.0617928504943848
1589477898.1564217,1058,1.0846381187438965
1589477903.0067728,1081,1.0795769691467285
1589477907.9344358,1104,1.1847368478775024
1589477912.8006344,1127,1.0753505229949951
1589477917.7478802,1150,1.1023212671279907
1589477922.5621073,1173,1.0529762506484985
1589477927.5011847,1196,1.127751350402832
1589477932.445658,1219,1.1079827547073364
1589477937.373283,1242,1.110159993171692
1589477942.1017342,1265,1.1150741577148438
1589477946.9358902,1288,1.1291520595550537
1589477951.7870286,1311,1.150073528289795
1589477956.6107626,1334,1.1256847381591797
1589477961.4952877,1357,1.0853360891342163
1589477966.3862886,1380,1.1758512258529663
1589477971.242559,1403,1.1422832012176514
1589477976.1146991,1426,1.106643557548523
1589477980.982976,1449,1.0711101293563843
1589477985.7673967,1472,1.0470919609069824
1589477990.6832266,1495,1.0622243881225586
1589477995.5982707,1518,1.1510711908340454
1589478000.5555577,1541,1.1388640403747559
1589478005.484711,1564,1.0890474319458008
1589478010.2873821,1587,1.1124643087387085
1589478015.1971736,1610,1.0735939741134644
1589478020.1105433,1633,1.1054558753967285
1589478025.0612462,1656,1.0784744024276733
1589478029.8898406,1679,1.0580354928970337
1589478034.850129,1702,1.0729224681854248
1589478039.8483453,1725,1.0751571655273438
1589478044.707488,1748,1.037081003189087
1589478049.525747,1771,1.037589192390442
1589478054.491633,1794,1.0521571636199951
1589478059.3356566,1817,1.0751429796218872
1589478064.2367463,1840,1.0081645250320435
1589478069.1493142,1863,1.1575520038604736
1589478073.934822,1886,1.1396665573120117
1589478078.7694952,1909,1.0895012617111206
1589478083.630985,1932,1.217155933380127
1589478088.5041707,1955,1.0565189123153687
1589478093.463715,1978,1.0578995943069458
1589478098.327144,2001,1.0340193510055542
1589478103.2356725,2024,1.0688879489898682
1589478108.122558,2047,1.0619639158248901
1589478112.985232,2070,1.0003200769424438
1589478117.9318788,2093,1.0195168256759644
1589478122.7876003,2116,1.0025430917739868
1589478127.6528318,2139,1.0065217018127441
1589478132.5201516,2162,0.9718606472015381
1589478137.3959775,2185,0.99819415807724
1589478142.300917,2208,1.0200831890106201
1589478147.0837371,2231,1.0756406784057617
1589478151.9502559,2254,1.2085837125778198
1589478156.8686352,2277,1.2264213562011719
1589478161.7487586,2300,1.1440693140029907
1589478166.649569,2323,1.0940630435943604
1589478171.5663068,2346,1.0545523166656494
1589478176.3342514,2369,1.0834115743637085
1589478181.18909,2392,1.0194976329803467
1589478186.0890827,2415,1.0552490949630737
1589478190.9251273,2438,1.1790579557418823
1589478195.7350352,2461,1.0788214206695557
1589478200.4980345,2484,1.095002293586731
1589478205.4424524,2507,1.0793535709381104
1589478210.3849387,2530,1.0489318370819092
1589478215.2203526,2553,1.0526050329208374
1589478220.1171563,2576,1.0646127462387085
1589478224.9772062,2599,1.02972412109375
1589478229.8801656,2622,1.0206483602523804
1589478234.7544057,2645,1.013351321220398
1589478239.562214,2668,1.0010569095611572
1589478244.4766316,2691,1.042388916015625
1589478249.429015,2714,1.0319675207138062
1589478254.2860157,2737,1.1294877529144287
1589478259.1520603,2760,1.0671751499176025
1589478263.9319956,2783,1.0761468410491943
1589478268.8648424,2806,1.027735710144043
1589478273.7079167,2829,1.0293960571289062
1589478278.5903423,2852,1.0286704301834106
1589478283.446218,2875,1.0454615354537964
1589478288.3566759,2898,1.0254147052764893
1589478293.2372348,2921,1.0204267501831055
1589478298.2127552,2944,1.0067863464355469
1589478303.0836163,2967,0.9972509741783142
1589478308.086586,2990,0.9904983639717102
1589478312.8910716,3013,1.0570168495178223
1589478317.7785664,3036,1.0224409103393555
1589478322.6308134,3059,0.9868193864822388
1589478327.528592,3082,1.0266878604888916
1589478332.3918028,3105,0.9891806840896606
1589478337.204511,3128,1.0153385400772095
1589478342.0132747,3151,0.9734870195388794
1589478346.9660342,3174,1.0194342136383057
1589478351.875645,3197,1.0175584554672241
1589478356.7443573,3220,1.0234237909317017
1589478361.5938923,3243,0.9454708099365234
1589478366.5347967,3266,0.9930874705314636
1589478371.512447,3289,0.9449195265769958
1589478376.360988,3312,0.9762045741081238
1589478381.2667546,3335,0.9932901859283447
1589478386.1112075,3358,1.0826036930084229
1589478390.969592,3381,0.9705603122711182
1589478395.8757372,3404,0.9769477844238281
1589478400.6822646,3427,0.9951260685920715
1589478405.5448515,3450,1.0197244882583618
1589478410.3609414,3473,0.9799731969833374
1589478415.2154634,3496,0.9767389297485352
1589478420.0195637,3519,0.9806805849075317
1589478424.959274,3542,0.9825120568275452
1589478429.872151,3565,0.9953147172927856
1589478434.7015505,3588,1.0287662744522095
1589478439.6057086,3611,0.9733207821846008
1589478444.4639428,3634,0.9818710684776306
1589478449.294865,3657,0.9777532815933228
1589478454.2044413,3680,0.964143693447113
1589478459.1276572,3703,0.9708024263381958
1589478463.976064,3726,1.0313502550125122
1589478468.8668349,3749,0.9676568508148193
1589478473.669506,3772,1.0506689548492432
1589478478.4777985,3795,1.012275218963623
1589478483.3265657,3818,1.0332444906234741
1589478488.1184306,3841,0.971430778503418
1589478493.0297577,3864,0.9998255372047424
1589478497.932008,3887,1.0124567747116089
1589478502.9223416,3910,0.976874828338623
1589478507.7125275,3933,0.9395496845245361
1589478512.60282,3956,0.8956964612007141
1589478517.5283043,3979,0.9614128470420837
1589478522.364397,4002,0.9925099611282349
1589478527.2220576,4025,0.9579238891601562
1589478532.015604,4048,0.8991153836250305
1589478536.8443186,4071,0.8946436047554016
1589478541.6574886,4094,0.8947482705116272
